text,sentiment,labels
Tôi có t? ch?c bu?i ti?c lãng m?n dành cho 2 ng??i và b?n Gia Hòa b? ph?n IrD là ng??i chu?n b? cho tôi t?t c? vi?c ph?c v? bu?i ti?c tuy?t v?i ?y.,1,['SERVICE#GENERAL']
C?m ?n b?n Gia Hòa ?ã giúp tôi có bu?i ti?c ?áng nh? và b?n ?ã cho chúng tôi m?t bu?i t?i ?m cúng ?úng ngh?a t?i m?t resort cao c?p này.,1,['HOTEL#GENERAL']
"Tôi ?ã có 1 k? ngh? trên c? tuy?t v?i cùng gia ?ình t?i InterContinental ?à N?ng??u tiên là v? trí c?a khu ngh? d??ng n?m ? bán ??o S?n trà, tách bi?t h?n v?i không khí ?n ào c?a TP ?à N?ng.",1,"['HOTEL#GENERAL', 'HOTEL#MISCELLANEOUS', 'LOCATION#GENERAL']"
"Bu?i ?êm n?u m? c?a ch? nghe th?y ti?ng rì rào c?a sóng bi?n, âm thanh mà b?n không th? c?m nh?n ? các thành ph? l?n.",1,['HOTEL#GENERAL']
"Resort n?m gi?a r?ng sát bi?n nên không khi r?t trong lành và t??i mát, ???ng n?i b? ?n mình d??i tán lá nên ?i b? cùng gia ?ình là 1 c?m giác th? thái khác l?, nh?t là trên ???ng ?i b?n có th? b?t g?p các ??ng v?t ?? th??ng nh? sóc, kh?.... (n?u không thích ?i b? b?n có th? ?i b?ng xe ?i?n).",1,['HOTEL#GENERAL']
"C? s? v?t ch?t ? ?ây thì không th? chê ???c gì, m?i chi ti?t nh? ??u ???c ch?m sóc t? m? và m?c ?ích chính là làm hài lòng t?i ?a ng??i s? d?ng.",1,['FACILITIES#GENERAL']
"N?i th?t thì hoàn toàn khác bi?t so v?i các khu ngh? d??ng 5 sao khác mà tôi ?ã t?ng có d?p tr?i nghi?m, có th? nói ng?n g?n là n?i th?t ? ?ây h?n h?n v? ??ng c?p so v?i các resort 5 sao khác: sang tr?ng, ?n t??ng.",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#MISCELLANEOUS', 'HOTEL#DESIGN&FEATURES', 'HOTEL#GENERAL', 'HOTEL#QUALITY']"
Tôi ?ã th?t s?  ng?c nhiên và c?m th?y r?t thú v? khi bi?t sàn phòng t?m và toilet ? ?ây ???c lát b?ng g? t? nhiên.,1,['ROOMS#GENERAL']
"Ban công riêng thì r?ng b?ng  1c?n phòng tiêu chu?n ? các khách s?n khác và ???ng nhiên là ??u h??ng bi?n, view r?ng và bi?n làm b?n có c?m giác ?úng nh? tên g?i c?a khu tôi ?: Heaven.",1,"['HOTEL#GENERAL', 'ROOMS#DESIGN&FEATURES', 'ROOMS#GENERAL']"
B? b?i vô c?c và khu t?p gym n?m gi?a r?ng d?a sát bi?n (cây nào c?ng có nhi?u qu?) t?o nên c?m giác nh? b?n ?ang b?i ? Hawaii.,1,['HOTEL#GENERAL']
"Nhân viên ph?c v? ? ?ây thì vô cùng l? phép và thân thi?n, b?t c? lúc nào g?p h? c?ng chào b?n và h?i có giúp ???c gì b?n không hay b?n có c?n gì không ?",1,['SERVICE#GENERAL']
"t? l? tân, trên ???ng, t?i phòng ngh?, nhà hàng hay b? b?i, b? bi?n ??u v?y c?.",1,['ROOMS#GENERAL']
"?? ?n r?t ngon, tôi ?ã t?ng ?n ph? ? kh?p các vùng mi?n c?a Vi?t Nam, nh?ng bây gi? ai h?i tôi ph? ? ?âu ngon nh?t thì câu tr? l?i là ph? ? InterContinential ?à N?ng, lý do là ph? ? ?ây ngon th?t, n??c ??m ?à và quan trong nh?t là thái ??, hành vi c?a nhân viên ph?c v?.",1,"['FOOD&DRINKS#QUALITY', 'SERVICE#GENERAL']"
"khi nhân viên b?p g?n n??c ? n?i n??c ph?, tôi có c?m nh?n r?ng b?n ?y ?ang b? 1 ??a bé, t?c là nó ???c làm 1 cách h?t s?c c?n tr?ng và t? m?.",1,['SERVICE#GENERAL']
"nhà hàng ? ?ây có thi?t k? h?t s?c là ?n t??ng, có các ban công nhô ra phía ngoài bi?n, m?i ban công hình cái nón ng?a có th? ng?i ???c 1 gia ?ình ho?c 1 nhóm b?n bè 5 ??n 10 ng??i, ?i?u ??c bi?t là các ban công này không có chân mà ???c thi?t k? l? l?ng trên 1 b? n??c và view thì không th? ??p h?n: nhìn th?ng ra bi?n và núi s?n trà.",1,"['FACILITIES#DESIGN&FEATURES', 'LOCATION#GENERAL', 'ROOMS#DESIGN&FEATURES']"
b?n có th? ng?i ?ây hàng gi? ?n u?ng mà không bi?t chán.,1,['HOTEL#GENERAL']
tuy nhiên ch? có 5 hay 6 ban công nh? v?y mà ai c?ng mu?n ra ?ó,1,['ROOMS#DESIGN&FEATURES']
"M?i th? ??u r?t tuy?t v?i, nh? b? l?c vào thiên ???ng, ph?c v? t?t, có ban nh?c Jazz ch?i vào m?i tr?a ch? Nh?t , th?c ?n ngon, bãi bi?n ??p và lãng m?ng r?t x?ng ?áng ?? l?u l?i n?i này.Có hai h? b?i cho ng??i l?n và cho gia ?ình , tr? em , nhân viên ph?c v? luôn t??i c??i x?ng là 5 sao .Tôi hy v?ng ???c quay l?i s?m n?i này z",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#GENERAL', 'FACILITIES#QUALITY', 'FOOD&DRINKS#QUALITY', 'HOTEL#QUALITY', 'LOCATION#GENERAL', 'SERVICE#GENERAL']"
Gia ?ình tôi ?ã có m?t kì ngh? tuy?t v?i t?i resot.,1,['HOTEL#GENERAL']
"N?u ch? có hai t? ?? ?ánh giá resot tôi ch? bi?t nói r?ng "" tuy?t v?i ""? ?ây b?n nh? ???c hoà mình vào thiên nhiên.",1,['HOTEL#GENERAL']
"Môt bên là núi, m?t bên là bi?n.",1,['HOTEL#GENERAL']
"C?m giác di chuy?n t? núi xg bi?n xanh b?ng nh?ng tàu ?i?n th? s? r?t tuy?t v?i.? ?ây chúng tôi ???c s? d?ng nh?ng d?ch v? ??ng c?p, nh?ng b?a ?n ngon mi?ng , và ??c bi?t nhân viên resot luôn luôn m?m c??i thân thi?n và nhi?t tình N?m cách xa thành ph? ?n ào , nên resot mang trong mình b?u không khí trong lành và yên t?nh.",1,"['FOOD&DRINKS#QUALITY', 'HOTEL#COMFORT', 'HOTEL#QUALITY', 'LOCATION#GENERAL', 'SERVICE#GENERAL']"
"N?u b?n ?ang ch?n cho gia ?ình mình m?t n?i ?? ngh? d??ng, sau nh?ng ngày lam vi?c m?t m?i thì InterContinental Danang la diem ??n lí t??ng nh?t",1,['HOTEL#GENERAL']
"Ti?n nghi ??ng c?p, ??a ?i?m ??c ?áo và ??c bi?t, d?ch v? hoàn h?o, Nhân Viên h?t s?c thân thi?n, nhi?t tình và ???c ?ào t?o t?t.",1,"['FACILITIES#COMFORT', 'FACILITIES#DESIGN&FEATURES', 'FACILITIES#QUALITY', 'HOTEL#QUALITY', 'SERVICE#GENERAL']"
Có th? cho ?i?m 10 cho R?sort thu?c lo?i hideaway này.,1,['HOTEL#GENERAL']
"Là h?i viên trung thành (loyal Member ) c?a IHG Group, tôi nh?t ??nh s? quay l?i ks này b?t c? khi nào có th?.",1,['HOTEL#GENERAL']
Tuy?t v?i ông M?t tr?i!,1,['HOTEL#GENERAL']
"Cách trung tâm ?à N?ng 30 phút ch?y xe, Intercontinental Danang n?m v? trí ??p nh?t nhì thành ph? - bán ??o S?n Trà.",1,"['FACILITIES#DESIGN&FEATURES', 'LOCATION#GENERAL']"
"???ng lên ks t? trung tâm tuy ko quá r?ng nh?ng d? ?i, ít ng??i qua l?i, c?nh v?t ??p nh? tranh, không khí trong lành mát l?nh.Vào trong ks, nhân viên l? tân r?t xinh, ti?p ?ón nhi?t tình, phòng ch? thoáng mát.",1,"['FACILITIES#DESIGN&FEATURES', 'LOCATION#GENERAL', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
"Ks ???c b? trí theo tr?c d?c trãi dài t? trên ??nh xu?ng ??n bi?n theo th? t? tên g?i các t?ng Heaven - Sky - Earth - Sea n?u mình nh? ko nh?m, di chuy?n gi?a các t?ng b?ng cáp r?t ?n t??ng.",1,['HOTEL#GENERAL']
"Ki?n trúc trong phòng r?t ??c bi?t, ko hi?n ??i theo phong cách c?a các ks tân th?i, mà nh? cung ?i?n th?i phong ki?n c?a các n??c ph??ng tây.",1,"['FACILITIES#DESIGN&FEATURES', 'ROOMS#GENERAL']"
T?t c? các phòng ??u có h??ng nhìn ra bi?n.,1,['ROOMS#GENERAL']
Nói chung là TUY?T V?I.,1,['HOTEL#GENERAL']
"Tôi cùng gia ?ình ??t phòng qua công ty du l?ch, ??n n?i ch?a c?n ??c code, m?i nói tên ?ã ???c nhân viên nh?n di?n, sau ?ó check thông tin và làm th? t?c.",1,"['ROOMS#GENERAL', 'SERVICE#GENERAL']"
Nhân viên l? tân r?t nhanh nh?n và chuyên nghi?p.,1,['SERVICE#GENERAL']
"S?nh check-in thì tuy?t v?i, qu? th?c là ng?p v?i không gian c?a IC ?à N?ng.",1,['HOTEL#GENERAL']
C?nh quan thì ??p nh? không có th?c luôn.,1,['FACILITIES#DESIGN&FEATURES']
?n t??ng v?i thang máy ngoài tr?i kéo tu?t lu?t d?c theo núi t? bãi bi?n lên s?nh.,1,['LOCATION#GENERAL']
"Phòng tr? em, phòng t?p, b? b?i, b? s?c, các gh? ng?i th? giãn, nhà hàng, bar.. ??u r?t ?n t??ng, IC ?à N?ng là m?t tuy?t tác c?a thi?t k?!Nhân viên t?t c? các b? ph?n mà tôi ti?p xúc ??u r?t tuy?t v?i (Nói th?c th?y các b?n nhân viên ? ?ây v?t v? quá, quãng ???ng di chuy?n trong khi làm vi?c nhi?u, khách ?òi h?i cao, l??ng khách luôn full.",1,"['FACILITIES#DESIGN&FEATURES', 'FOOD&DRINKS#MISCELLANEOUS', 'HOTEL#COMFORT', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
Chúc các b?n luôn yêu ngh? và g?n bó v?i m?t n?i tuy?t v?i nh? th?!,1,['HOTEL#GENERAL']
")Tuy r?ng khi ? trong phòng tôi có th?y m?t vài l?i nh? nh?ng cách gi?i quy?t v?n ?? c?a các b?n th?t tuy?t, không th? t?t h?n.",1,"['FACILITIES#QUALITY', 'ROOMS#GENERAL']"
Tôi hoàn toàn hài lòng và d?t khoát s? l?u l?i ?ây m?i khi có d?p.,1,['HOTEL#GENERAL']
Cám ?n IC ?à N?ng ?ã cho tôi m?t tr?i nghi?m tuy?t v?i.,1,['FACILITIES#MISCELLANEOUS']
"Mình hoàn toàn hài lòng toàn b? d?ch v? c?a resort, 1 n?i ngh? d??ng tuy?t v?i.",1,"['HOTEL#GENERAL', 'SERVICE#GENERAL']"
N?u ???c l?a ch?n khi quay l?i ?à N?ng mình s? ti?p t?c l?a ch?n InterContinental Resort.,1,['HOTEL#GENERAL']
"Vì ?n t??ng c?nh ??p mê ly cùng d?ch v? xu?t s?c ?????????????? ??n ?ây b?n s? có ???c ??a ?ón chu ?áo, h??ng d?n t?n tình, s? d?ng nh?ng d?ch v? cao c?p nh?t.",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#QUALITY', 'SERVICE#GENERAL']"
"?i lên resort thì là núi, r?i l?i có tàu ??a mình xu?ng bi?n xanh cát tr?ng.",1,['HOTEL#GENERAL']
"Nói chung là cái c?m giác ? gi?a núi và bi?n nó tuy?t di?u l?m ?? D?ch v? nhà hàng, ?n u?ng thì ?? các món ?? m?i ng??i có th? l?a ch?n luôn ?.Phòng ngh? thì các b?n có th? ??n và c?m nh?n s? sang tr?ng, d? ch?u, phong cách c?ng nh? view các phòng khác nhau nên các b?n có th? ch?n l?a theo ý thích c?a mình.",1,"['FACILITIES#COMFORT', 'FACILITIES#DESIGN&FEATURES', 'HOTEL#DESIGN&FEATURES', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
"(Các b?n nên ch?n phòng có view h??ng ra bi?n, ??p l?m luôn ????) Còn c? d?ch v? ?ón ??a ? sân bay, chúng t? ?c ??a vào phòng ch? VIP trong sân bay dành riêng cho khách ? Intercontinental resort luôn ý ?. ??p nh? 1 bar ? khách s?n 5 sao luôn ?? Có th? tho?i mái l?a ch?n ?? u?ng và ng?i th? giãn ??i ??n gi? bay thôi ?.",1,"['FACILITIES#COMFORT', 'FACILITIES#DESIGN&FEATURES', 'FOOD&DRINKS#MISCELLANEOUS', 'HOTEL#GENERAL', 'HOTEL#QUALITY', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
??Mình khuyên các b?n nên ??n và c?m nh?n nhé ??????,1,['HOTEL#GENERAL']
Th?t may m?n vì tôi ?ã ???c ??n m?t n?i tuy?t v?i và ??p ?? nh? intercontinental ?à n?ng.,1,['FACILITIES#DESIGN&FEATURES']
"Tôi ?ã ?i r?t nhi?u n?i nh?ng th?t s? không có n?i nào cho tôi c?m giác v?a tho?i mái, v?a có bi?n v?a có nui.Th?c ?n c?ng r?t ngon, không khí thì trong lành, nhân viên r?t thân thi?n.",1,"['FACILITIES#COMFORT', 'FOOD&DRINKS#QUALITY', 'SERVICE#GENERAL']"
"Ch? có n?i ?ây b?t k? nhân viên nào g?p khách c?ng nói "" xin chào"", m?i d?ch v? ??u hoàn h?o, nhanh chóng khi?n tôi vô cùng hài lòng.Tôi s? l?i ??n trong th?i gian s?m nh?t.",1,['SERVICE#GENERAL']
M?t l?a ch?n tuy?t v?i dành cho gia ?ình mình khi ??n ?à N?ng.,1,['HOTEL#GENERAL']
"Ph?c v?, b?p, phòng óc, m?i th? r?t tuy?t v?i.",1,"['ROOMS#GENERAL', 'SERVICE#GENERAL']"
Vào Resort nh? l?c vào ch?n thiên ???ng.,1,['HOTEL#GENERAL']
Nh?t ??nh s? quay l?i 1 l?n n?a ?? trãi nghi?m và ngh? d??ng.,1,['HOTEL#GENERAL']
"i really love this place too much, i wish i can live in there, everything great, dream pool, good gym room, great service, i feel relax when i stay in there, i love that, thank u!mình ? ?ây vài ?êm mà ch? mu?n ? mãi, m?i th? ??u tuy?t v?i, c?nh quan c?c ??p t? cao xu?ng th?p, nhà hàng sang tr?ng ?? ?n ngon, b? b?i nhìn ra bi?n quá thích, còn có c? khu gym, nói chung ??y ?? ti?n ích, mình th?c s? c?c k? hài lòng khi ? ?ây, không có m?t ?i?m nào ?? chê c?, ph?c v? c?ng r?t t?n tình, l?ch s?, c?m th?y ?úng ???c là th??ng ?? khi ? ?ây.",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#GENERAL', 'FOOD&DRINKS#QUALITY', 'HOTEL#DESIGN&FEATURES', 'SERVICE#GENERAL']"
"c?nh ? ?ây r?t ??p, tôi c?c k? hài lòng v? thái ?? ph?c v?, ?? ?n l?i ngon, m?i th? r?t tuy?t.",1,"['FACILITIES#DESIGN&FEATURES', 'FOOD&DRINKS#QUALITY', 'SERVICE#GENERAL']"
i love it... thank u!,1,['HOTEL#GENERAL']
tôi ?ã có m?t k? ngh? r?t thú v? và h?nh phúc.,1,['HOTEL#MISCELLANEOUS']
"M?i th? ??u r?t t?t,t? phòng cho ??n nhân viên,d?ch v?,không gian,....t?t c? ??u gói g?n trong hai t? PERFECT!",1,"['FACILITIES#QUALITY', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
"Khu ngh? d??ng cao c?p, xa hoa và tuy?t v?i nh?t Vi?t Nam.",1,['HOTEL#GENERAL']
"?ã có quá nhi?u s? ca ng?i dành cho interContinental Danang Sun Peninsula Resort và ?ây c?ng là l?n th? ba gia ?ình tôi ngh? t?i ?ây, chúng tôi ?ã có nh?ng phút giây th?ng hoa và h?nh phúc bên nhau.",1,['HOTEL#GENERAL']
"T?t c? m?i th? ??u hoàn h?o, thi?t k? hài hoà nh? là m?t thiên ???ng, b? b?i ??p, c? k? ngh? chúng tôi ? luôn t?i resort, các ho?t ??ng th? thao b?i l?i, câu l?c b? tr? em là mi?n phí, n??c u?ng ?óng chai mi?n phí,...  Nhân viên thân thi?n nh?t mà tôi ???c bi?t, ??c bi?t là b?n H? Th? Bé ?ã ?? l?i ?n t??ng t?t ??p cho chúng tôi.",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#MISCELLANEOUS', 'FACILITIES#QUALITY', 'HOTEL#GENERAL', 'HOTEL#MISCELLANEOUS', 'SERVICE#GENERAL']"
Chúng tôi ?ã quy?t ??nh tr? thành thành viên c?a InterContinental ?? t?i ?ây h?ng n?m.,1,['HOTEL#GENERAL']
Còn ?ánh giá riêng v? ph?n nhà hàng s? g?i t?i các b?n sau nhé.,1,['HOTEL#GENERAL']
Tôi ?ã dành 5 ngày ?? tr?i nghi?mv? khu resort này !,1,"['FACILITIES#MISCELLANEOUS', 'HOTEL#GENERAL']"
"N?i ?ây ?ã mang l?i cho tôi nh?ng phút giây th?t lãng m?n và h?nh phúc bên c?nh ng??i yêu tôi.T?t c? m?i d?ch v? ??u hoàn h?o, ?? ?n r?t ngon, nhân viên ph?c v? t?n tình.",1,"['FOOD&DRINKS#QUALITY', 'SERVICE#GENERAL']"
"H?i quá xa trung tâm nên vi?c vào thành ph? tr? nên b?t l?i.N?i th?t, không gian s?ng th?t tuy?t v?i, tôi thích và hâm m? nh?ng ý t??ng thi?t k? mà nhà thi?t k? ?ã ??a vào.",1,['FACILITIES#DESIGN&FEATURES']
C?m ?n,1,['HOTEL#GENERAL']
?ây là khách s?n ??u tiên mang l?i cho tôi c?m giác th? giãn hoàn toàn.,1,['HOTEL#GENERAL']
"Tr??c m?t b?n là bi?n xanh cát tr?ng, quay l?ng l?i là núi cao và cây xanh, có th? hi?u ???c r?ng th? nào là hoà mình vào thiên nhiên.",1,['HOTEL#GENERAL']
"Tuy xa v?i trung tâm thành ph? nh?ng khách s?n cung c?p cho b?n r?t nhi?u d?ch v? gi?i trí nh? xem phim, chèo thuy?n trên bi?n.",1,"['FACILITIES#MISCELLANEOUS', 'HOTEL#GENERAL', 'SERVICE#GENERAL']"
"Và m?t ?i?m c?ng n?a là các b?n nhân viên r?t thân thi?n, luôn m?m c??i chào h?i.",1,['SERVICE#GENERAL']
Tôi s? quay l?i thiên ???ng này thêm 1 l?n n?a.,1,['HOTEL#GENERAL']
"M?i th? ??u r?t t?t,t? phòng cho ??n nhân viên,d?ch v?,không gian,....t?t c? ??u gói g?n trong hai t? PERFECT!Nhìn chung v?n còn m?t h?n ch? ?ó là ???ng ?i quá dài và quá nhi?u thành ra ?ôi lúc mình c?ng hay b? l?c??Okay come on welcome to sweet place guys!!!!",1,"['FACILITIES#QUALITY', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
!??-Hannie-,1,['HOTEL#GENERAL']
N?i th?t theo mình thì h?i r??m ra.,1,['HOTEL#GENERAL']
C?nh ??p và d?ch v? tuy?t v?i.,1,"['FACILITIES#DESIGN&FEATURES', 'SERVICE#GENERAL']"
Có 3 nhà hàng nh?ng v? thì không xu?t x?c.,1,['HOTEL#GENERAL']
Giá thì siêu ??c.,1,['HOTEL#GENERAL']
Vì xa trung tâm nên n?u ?n ? ?ây ph?i kho?ng 300 ?ô/ngày.,1,['HOTEL#GENERAL']
Phòng h?p ??p.,1,"['FACILITIES#DESIGN&FEATURES', 'ROOMS#GENERAL']"
"Tôi ?ã ? 1 ?êm t?i ?ây cách ?ây vài hôm, m?i th? c?m th?y r?t t?t tr? th?c ?n.",2,"['FACILITIES#QUALITY', 'FOOD&DRINKS#QUALITY']"
Bu?i sáng t?i Citron ?i qua ?i l?i không bi?t nên ?n cái gì.,2,['HOTEL#GENERAL']
"Các món ?n chính thì không có gì ??c bi?t, yaourt và n??c trái cây thì d? t?.",2,"['FACILITIES#QUALITY', 'FOOD&DRINKS#QUALITY']"
"InterContinental Danang Sun Peninsula Resort th?t s? là thiên ???ng.khung c?nh ??p không gian hài hòa nên th?, có núi có bi?n h?n th? n?a ki?n trúc khá ??c ?áo, phong cách ph?c v? chuyên nghi?p, Túy giá c? h?i ??t nh?ng so v?i nh?ng gì ???c nh?n thì th?a ?áng.",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#PRICES', 'FOOD&DRINKS#PRICES', 'HOTEL#GENERAL', 'HOTEL#PRICES', 'SERVICE#GENERAL']"
"Tôi ?a? ?ê?n ?ây cu?ng gia ?i?nh trong ky? nghi? 3 nga?y 2 ?êm, mo?i th?? ?ê?u hoa?n ha?o t?? pho?ng ô?c ?ê?n hô? b?i, di?ch vu?... Mô?t ?iê?u khiê?n tôi vô cu?ng nga?c nhiên n??a la? ?ô? ?n ta?i nha? ha?ng Citron râ?t ngon, nhân viên phu?c vu? râ?t thân thiê?n, chu ?a?o.",1,"['FACILITIES#GENERAL', 'FOOD&DRINKS#QUALITY', 'HOTEL#MISCELLANEOUS', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
Di?ch vu? ta?i quâ?y bar cu?ng râ?t tô?t va? li?ch s?? khiê?n tôi thâ?t s?? ha?i lo?ng.,1,"['FACILITIES#QUALITY', 'FOOD&DRINKS#MISCELLANEOUS', 'SERVICE#GENERAL']"
"Tôi nhâ?t ?i?nh se? quay la?i ?ây trong nh??ng chuyê?n ?i t??i cu?ng v??i ba?n be?, ng???i thân va? gi??i thiê?u v??i ho? vê? mô?t ?i?a ?iê?m tuyê?t v??i không thê? na?o bo? qua khi ???t chân ?ê?n ?a? N??ng..",1,['HOTEL#GENERAL']
Khi chúng tôi t?i ?ây thì th?y r?ng Khách s?n ? ?ây r?t ??ng c?p.,1,"['HOTEL#GENERAL', 'HOTEL#QUALITY']"
"C?m giác khi b??c vào phòng ? r?t l?ng l?y, và giá tr?.",1,['ROOMS#GENERAL']
Cách ph? v? c?a nhân viên r?t d? th??ng và chu ?áo.,1,['SERVICE#GENERAL']
??c bi?t là nhân viên Citron.,1,['SERVICE#GENERAL']
"Khi mình t?i ?ây thì th?y b?n thân ???c coi tr?ng, b?n thân mình ???c nhân viên ph?c v? r?t nhi?t tình, s? chu ?áo c?a các b?n nhân viên ? Citron cho mình th?y b?n thân mình có giá tr? r?t cao khi ? ?ây.ch?c ch?n n?u có c? h?i mình s? quay l?i ?ây m?t l?n g?n nh?t !",1,['SERVICE#GENERAL']
!,1,['HOTEL#GENERAL']
Tuy?t tác t?i S?n Trà!,1,['LOCATION#GENERAL']
D?ch v? và nhân viên hoàn h?o.,1,['SERVICE#GENERAL']
Tôi g?p r?t nhi?u n? c??i và l?i chào khi t?i ?ây.,1,['HOTEL#GENERAL']
B?n s? luôn ???c ??ng viên và ch? d?n nhi?t tình khi c?n giúp ?? hay ?ang ch? ??i.,1,['SERVICE#GENERAL']
Tôi khuyên b?n hãy t?i ?ây ít nh?t m?t l?n.,1,['HOTEL#GENERAL']
"?ây th?c s? là m?t món quà , ghi d?u kho?nh kh?c ?áng nh?!Cheers",1,['HOTEL#GENERAL']
"?: tuy?t ??p, t? phòng ?c, h? b?i, c?nh quan?n: nhà hàng Citron khi?n tôi b? ?au b?ng 2 ngày, ?? ?n quá ??t.1 bát ph? bò tr?a kho?ng 400k(390k)?i l?i: không ti?n l?iNên có nhi?u nhà hàng h?n trong resort!",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#GENERAL', 'FACILITIES#PRICES', 'FOOD&DRINKS#PRICES', 'HOTEL#GENERAL', 'HOTEL#PRICES', 'ROOMS#GENERAL']"
Tôi có k? ngh? vài ngày ? Intercontinental Danang ??u tu?n  tháng tám.,1,['HOTEL#MISCELLANEOUS']
?ây là k? ngh? th?t tuy?t v?i ??i v?i tôi.,1,['HOTEL#MISCELLANEOUS']
"Bu?i sang ?n sáng ? nhà hàng Citron th?t là t?t, Buffet r?t nhi?u s? l?a ch?n.",1,"['FACILITIES#QUALITY', 'FOOD&DRINKS#STYLE&OPTIONS']"
"cafe bu?i sáng th?t ngon, nhân viên ph?c v? chu ?áo.Bu?i t?i t?i nón lá bên ngoài citron th?t ?n t??ng và lãng m?n.",1,"['FOOD&DRINKS#QUALITY', 'SERVICE#GENERAL']"
Tôi s? tr? l?i vào n?m sau,1,['HOTEL#GENERAL']
It is very great!,1,['HOTEL#GENERAL']
"Khu ngh? bi?t l?p, phía bên kia c?a bán ??o S?n Trà, ???ng vào có c?nh quan r?t ??p.",1,"['FACILITIES#DESIGN&FEATURES', 'LOCATION#GENERAL']"
"H? th?ng 3 dãy phòng ngh?, nhà hàng và thang máy k?t n?i v?i bãi bi?n.",1,"['LOCATION#GENERAL', 'ROOMS#GENERAL']"
It is the best!,1,['HOTEL#GENERAL']
Welcome to Danang!,1,['HOTEL#GENERAL']
?ây là l?n ??u tiên mình ??n ?ây và mình ? 2 ?êm phòng 1 Bedroom Club Peninsula Suite Ocean View.,1,['ROOMS#GENERAL']
"T? ngoài vào trong ch? chê vào ?âu ???c t? cách ph?c v?, h??ng v? ?? ?n, nhân viên ??a ?ón, phong c?nh, cách trang trí ??u r?t là tuy?t v?i.",1,['SERVICE#GENERAL']
Nh?t ??nh mình s? ??n dài dài,1,['HOTEL#GENERAL']
"Khu ngh? bi?t l?p, phía bên kia c?a bán ??o S?n Trà, ???ng vào có c?nh quan r?t ??p.",1,"['FACILITIES#DESIGN&FEATURES', 'LOCATION#GENERAL']"
"H? th?ng 3 dãy phòng ngh?, nhà hàng và thang máy k?t n?i v?i bãi bi?n.",1,"['LOCATION#GENERAL', 'ROOMS#GENERAL']"
??ng t? trên phòng l? tân nhìn xu?ng có c?m giác choáng ng?p vì qui mô ?? s? c?a khu này.,1,['ROOMS#GENERAL']
"?? ?n khá ngon, ??c bi?t là nhà hàng Ý g?n b? bi?n.C?c k? lãng m?n cho các c?p uyên ??ng.",1,['FOOD&DRINKS#QUALITY']
"Khu ngh? bi?t l?p, phía bên kia c?a bán ??o S?n Trà, ???ng vào có c?nh quan r?t ??p.",1,"['FACILITIES#DESIGN&FEATURES', 'LOCATION#GENERAL']"
"H? th?ng 3 dãy phòng ngh?, nhà hàng và thang máy k?t n?i v?i bãi bi?n.",1,"['LOCATION#GENERAL', 'ROOMS#GENERAL']"
??ng t? trên phòng l? tân nhìn xu?ng có c?m giác choáng ng?p vì qui mô ?? s? c?a khu này.,1,['ROOMS#GENERAL']
"?? ?n khá ngon, ??c bi?t là nhà hàng Ý g?n b? bi?n.",1,['FOOD&DRINKS#QUALITY']
Tôi ?ã ? ?ây 2 l?n.,1,['HOTEL#GENERAL']
?ây ?úng là thiên ???ng ?? ngh? ng?i.,1,['HOTEL#GENERAL']
"Bãi bi?n riêng bi?t, yên t?nh n??c trong xanh, có nh?ng nhà hàng sang tr?ng.",1,"['FACILITIES#DESIGN&FEATURES', 'HOTEL#COMFORT', 'HOTEL#DESIGN&FEATURES', 'LOCATION#GENERAL']"
Th?c ?n thì r?t là ngon.,1,['FOOD&DRINKS#QUALITY']
Bu?i sáng ? ?ây s? c?m th?y vô cùng d? ch?u.,1,['FACILITIES#COMFORT']
"Gió bi?n nhè nh?, không khí trong lành.",1,['LOCATION#GENERAL']
T?i ?ây tôi có th? t?n hu?ng c?m giác ???c tách bi?t hoàn toàn v?i th? gi?i bên ngoài.,1,['HOTEL#GENERAL']
"Tôi ?a? ?ê?n ?ây cu?ng gia ?i?nh trong ky? nghi? 3 nga?y 2 ?êm, mo?i th?? ?ê?u hoa?n ha?o t?? pho?ng ô?c ?ê?n hô? b?i, di?ch vu?... Mô?t ?iê?u khiê?n tôi vô cu?ng nga?c nhiên n??a la? ?ô? ?n ta?i nha? ha?ng Citron râ?t ngon, nhân viên phu?c vu? râ?t thân thiê?n, chu ?a?o.",1,"['FACILITIES#GENERAL', 'FOOD&DRINKS#QUALITY', 'HOTEL#MISCELLANEOUS', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
